Date,WMT,TGT,COST,XOM,CVX,COP,JPM,WFC,BAC,V,MA,JNJ,MRK,PFE,DAL,UAL,AAL,LMT,RTX,NOC,CAT,DE,CMI,PG,UL,AMGN,GILD,BIIB,ALL,TRV,PGR,SP500 benchmar
05/10/2020 00:00:00,136.36,154.39,343.22,29.62,65.13,30.86,92.25,23.31,23.31,200.08,338.11,138.91,71.41,31.88,32.00,36.20,13.12,358.37,56.05,299.79,144.53,220.41,204.71,130.31,57.47,237.01,57.14,284.18,87.79,105.91,89.36,3408.60
06/10/2020 00:00:00,135.24,151.45,343.00,29.32,64.78,29.98,91.30,23.05,23.07,197.05,332.38,137.07,69.99,31.37,31.06,34.88,12.53,351.37,55.05,296.70,142.68,219.59,203.28,130.51,56.36,233.94,56.17,281.15,86.83,105.55,88.65,3360.97
07/10/2020 00:00:00,135.49,153.62,347.47,29.41,66.10,30.90,92.89,23.65,23.55,199.03,338.75,138.59,70.35,31.63,32.15,36.38,13.07,357.41,56.22,301.43,145.73,223.91,208.16,131.53,56.65,238.55,56.45,285.75,87.43,107.70,89.85,3419.44
08/10/2020 00:00:00,135.94,154.75,349.45,30.96,67.39,31.98,94.80,24.12,23.89,199.53,340.38,139.53,70.74,32.00,32.68,37.00,13.16,362.69,57.27,306.99,147.51,227.48,207.68,132.42,56.81,222.27,56.88,286.92,87.70,109.42,91.30,3446.83
09/10/2020 00:00:00,137.30,156.51,353.63,30.50,66.30,31.62,94.26,24.12,24.01,203.13,347.52,141.48,70.64,31.91,32.81,37.12,13.20,360.20,56.43,302.76,149.66,228.03,209.85,133.61,57.63,219.13,57.35,286.54,87.03,109.62,93.08,3477.14
12/10/2020 00:00:00,138.72,157.34,360.35,30.41,66.76,32.04,95.41,24.48,24.31,202.90,347.17,142.30,70.64,31.94,32.64,36.38,12.92,362.99,57.01,304.02,153.11,229.69,208.38,135.07,57.61,221.73,57.99,291.48,88.34,110.29,94.48,3534.22
13/10/2020 00:00:00,140.62,158.36,364.37,30.05,65.76,31.40,93.87,23.59,23.62,200.85,341.06,139.04,70.94,32.01,31.77,35.26,12.22,363.02,56.06,300.19,152.65,230.37,207.16,134.81,57.70,221.58,57.94,291.46,86.02,106.84,93.45,3511.93
14/10/2020 00:00:00,138.42,156.76,362.13,29.98,65.36,31.08,93.35,22.17,22.36,198.77,337.96,138.79,70.77,31.97,31.76,35.61,12.36,364.67,56.46,302.39,154.06,231.58,208.40,134.65,57.93,220.01,57.54,289.02,85.54,106.02,92.87,3488.67
15/10/2020 00:00:00,138.99,158.19,360.45,30.25,65.86,31.87,94.74,21.88,22.86,196.16,333.89,137.94,69.49,31.70,31.34,34.25,12.23,360.38,56.98,302.32,155.40,231.36,209.03,134.46,56.88,217.57,56.56,280.63,85.95,106.60,90.88,3483.34
16/10/2020 00:00:00,139.16,157.67,365.19,29.94,65.30,30.77,94.55,21.80,22.95,196.86,334.71,138.79,70.17,32.92,31.47,34.16,12.46,360.74,58.16,303.69,158.90,233.13,209.36,134.98,57.30,218.23,55.70,280.01,86.76,107.24,89.95,3483.81
19/10/2020 00:00:00,137.47,156.84,359.47,29.34,63.86,29.80,92.95,21.49,22.46,193.63,327.08,135.25,69.15,32.79,31.50,35.50,12.56,358.13,57.89,298.97,157.75,231.29,207.81,132.66,56.43,213.59,54.41,268.77,85.68,105.84,89.26,3426.92
20/10/2020 00:00:00,138.38,157.62,362.10,29.59,64.22,29.69,93.49,21.75,22.85,194.34,327.13,135.46,68.80,32.52,31.98,36.06,12.80,347.40,57.68,296.78,159.12,231.97,208.87,133.19,57.03,213.95,54.40,267.12,85.36,111.78,88.15,3443.12
21/10/2020 00:00:00,138.86,156.11,361.63,29.12,63.50,27.92,92.55,21.64,22.77,195.06,328.81,134.88,68.62,32.16,31.50,35.54,12.75,342.67,56.84,296.13,157.62,229.57,208.85,133.91,56.23,211.98,54.09,268.91,85.06,118.30,87.23,3435.56
22/10/2020 00:00:00,138.04,152.58,359.65,30.61,65.76,29.08,95.82,22.17,23.54,194.63,328.99,135.96,69.62,32.47,33.72,37.24,13.15,344.37,59.15,290.96,159.75,230.04,210.11,132.97,56.22,211.06,54.50,266.80,85.93,119.38,87.97,3453.49
23/10/2020 00:00:00,138.33,153.19,358.55,29.99,65.02,29.65,96.69,22.20,23.57,194.65,325.05,136.11,70.17,33.12,34.00,38.01,12.60,349.38,58.93,296.19,159.71,232.61,212.63,133.84,55.99,210.30,54.61,265.00,85.52,119.22,88.18,3465.39
26/10/2020 00:00:00,136.71,151.03,354.83,29.28,63.56,27.63,94.30,21.64,23.23,189.79,313.66,134.92,69.30,32.89,31.93,35.34,11.80,343.98,57.28,297.54,154.61,227.49,207.37,132.82,55.48,208.20,53.87,256.76,85.11,115.02,87.45,3400.97
27/10/2020 00:00:00,137.39,150.13,356.75,28.82,62.28,27.58,92.52,20.80,22.58,186.83,312.72,134.15,68.55,32.47,30.71,34.17,11.23,338.27,53.25,290.13,149.60,221.91,206.53,133.82,55.69,206.88,53.91,255.30,83.45,112.71,87.42,3390.68
28/10/2020 00:00:00,134.67,148.39,349.32,27.72,59.92,26.24,89.92,20.19,22.22,177.80,287.35,129.66,66.96,30.75,29.65,32.60,10.95,327.47,49.30,282.00,143.20,216.92,200.71,129.40,53.29,200.32,52.75,244.26,82.47,114.99,85.34,3271.03
29/10/2020 00:00:00,134.55,147.47,349.90,28.95,61.64,26.57,90.51,20.16,22.29,181.73,289.13,128.57,66.71,30.60,30.76,33.57,11.16,328.95,50.05,280.78,146.53,221.44,204.33,129.32,53.13,201.65,52.58,245.48,83.02,115.89,84.86,3310.11
30/10/2020 00:00:00,133.43,145.53,342.96,28.64,62.27,26.08,91.32,20.45,22.44,178.63,284.65,128.49,66.11,30.77,30.64,33.86,11.28,326.79,51.16,278.31,148.78,219.39,206.63,128.88,52.32,200.84,52.24,252.07,83.17,114.24,85.65,3269.96
02/11/2020 00:00:00,135.01,147.60,349.45,29.84,64.64,27.55,93.37,20.88,22.80,181.60,285.96,129.97,67.43,31.42,30.22,33.78,11.19,328.93,52.51,284.85,154.67,225.01,213.95,130.19,53.23,203.87,52.58,248.99,85.19,117.28,87.98,3310.24
03/11/2020 00:00:00,137.30,149.84,356.71,29.33,64.27,26.71,96.32,21.06,23.37,185.14,291.31,129.79,67.61,31.39,30.90,34.02,11.25,339.21,53.73,292.72,158.86,233.03,218.04,132.75,54.29,203.73,52.85,247.01,87.08,119.57,88.04,3369.16
04/11/2020 00:00:00,136.51,149.74,360.75,29.18,64.30,27.68,93.37,20.86,22.42,190.68,302.95,130.64,70.86,32.38,30.43,33.34,11.01,347.35,53.52,303.11,147.06,226.56,209.36,132.20,55.41,213.24,53.78,355.63,86.26,116.78,89.34,3443.44
05/11/2020 00:00:00,137.97,151.66,369.43,29.12,64.63,27.45,97.19,21.39,23.30,194.28,312.15,130.98,70.72,31.89,31.98,35.35,11.60,340.39,54.89,295.20,154.50,238.92,215.73,133.84,56.04,214.75,53.57,328.90,84.73,120.67,90.67,3510.45
06/11/2020 00:00:00,140.18,154.40,369.85,28.78,63.75,26.60,95.90,20.99,23.01,195.10,309.30,133.31,70.64,31.90,31.42,34.68,11.46,337.19,55.16,289.40,152.80,240.49,215.24,134.64,56.56,214.48,53.07,328.90,85.42,120.19,91.25,3509.44
09/11/2020 00:00:00,138.03,148.10,350.03,32.43,71.14,30.42,108.88,23.20,26.28,209.07,339.80,136.90,70.76,34.35,36.77,41.32,13.20,339.69,61.21,289.32,161.83,241.68,215.16,129.71,56.38,217.56,53.05,236.26,87.99,127.08,84.24,3550.50
10/11/2020 00:00:00,139.98,151.12,351.59,33.14,74.43,32.38,108.53,23.17,26.19,209.69,330.15,138.96,71.29,33.89,37.04,40.05,12.38,346.53,63.95,302.02,163.23,246.64,219.76,131.85,57.01,223.67,54.46,236.34,88.51,129.05,86.35,3545.53
11/11/2020 00:00:00,142.30,152.67,357.63,32.80,73.88,32.15,106.91,23.17,25.88,209.09,327.79,138.51,71.25,33.74,35.02,38.51,12.04,344.66,62.02,297.66,160.54,242.15,220.73,133.55,57.96,222.83,53.99,244.03,88.44,127.72,86.41,3572.66
12/11/2020 00:00:00,142.54,152.52,360.31,31.68,72.28,30.99,105.59,22.81,25.27,205.03,323.75,138.98,70.20,32.90,34.38,36.85,11.74,343.37,60.71,294.07,160.23,240.85,219.08,133.62,57.74,219.54,53.88,241.55,88.85,125.30,88.24,3537.01
13/11/2020 00:00:00,144.77,155.72,363.31,32.44,74.39,32.22,106.26,23.05,25.56,207.22,330.40,140.48,71.28,33.84,36.46,38.99,12.24,350.13,62.76,299.34,162.67,244.52,222.28,135.63,57.76,221.24,54.43,248.59,90.63,127.41,89.15,3585.15
16/11/2020 00:00:00,146.59,157.92,364.22,34.31,79.70,34.70,109.25,23.85,26.11,209.40,330.81,141.37,70.48,32.71,38.00,41.00,12.79,351.99,65.14,300.32,164.07,251.62,217.88,133.89,56.15,220.58,54.88,250.96,91.90,128.98,89.37,3626.91
17/11/2020 00:00:00,143.64,156.52,366.26,34.77,79.13,35.40,108.15,23.98,26.08,207.44,331.85,139.96,71.64,33.29,37.60,40.60,12.70,350.84,65.34,300.22,162.86,250.75,217.14,133.37,55.50,216.65,54.77,248.81,93.13,127.80,88.47,3609.53
18/11/2020 00:00:00,143.37,160.18,366.56,33.46,76.62,35.70,107.35,24.00,25.54,204.61,331.29,138.11,70.54,33.55,37.91,41.05,12.74,352.39,65.95,298.27,163.65,249.90,219.38,131.32,54.76,212.29,54.71,240.98,93.78,127.17,88.02,3567.79
19/11/2020 00:00:00,146.28,164.51,367.81,33.63,77.94,35.97,107.63,25.06,25.54,204.35,329.26,137.89,70.66,33.42,37.91,40.94,12.79,351.37,67.47,297.19,163.80,248.21,220.35,131.16,54.49,209.41,54.47,244.01,94.06,126.69,87.86,3581.87
20/11/2020 00:00:00,144.48,165.42,365.49,33.22,77.99,36.13,106.71,24.41,25.38,200.72,318.53,137.16,70.71,33.90,37.13,39.90,12.53,343.49,66.18,294.26,163.16,251.09,218.00,130.94,54.54,208.01,54.00,244.15,93.89,127.34,86.80,3557.54
23/11/2020 00:00:00,145.14,170.46,366.06,35.39,82.76,38.92,109.79,25.19,25.93,204.93,327.45,135.76,70.56,33.73,38.79,40.93,13.56,346.13,68.92,294.32,165.58,253.57,222.32,130.44,53.63,207.13,53.80,243.38,94.94,127.41,86.61,3577.59
24/11/2020 00:00:00,145.55,170.74,368.47,37.75,86.93,40.47,114.86,27.40,27.44,206.43,337.66,135.76,70.44,33.80,41.26,44.96,14.82,353.25,70.55,297.67,167.59,253.96,221.79,130.01,53.50,205.48,54.13,242.51,98.29,129.08,82.60,3635.41
25/11/2020 00:00:00,146.01,172.63,371.85,36.70,83.77,39.76,113.66,27.38,27.48,207.62,336.60,135.58,70.37,33.74,41.29,45.64,14.94,353.12,70.03,299.86,165.44,249.02,217.76,130.36,56.42,205.34,53.45,241.75,97.42,128.73,83.32,3629.65
27/11/2020 00:00:00,145.78,172.58,372.47,36.14,83.01,38.98,112.91,27.26,27.45,207.73,334.38,135.89,70.20,34.39,41.06,45.30,14.98,349.39,70.12,295.25,165.86,254.39,216.47,130.30,55.71,209.54,53.93,243.78,98.11,127.23,82.41,3638.35
30/11/2020 00:00:00,146.93,172.35,375.71,34.29,79.26,36.05,109.79,26.20,26.66,207.09,331.86,136.53,70.66,35.38,40.25,45.05,14.13,343.05,68.04,291.62,164.45,254.06,218.49,130.54,56.22,206.96,54.50,240.17,96.42,122.70,81.18,3621.63
01/12/2020 00:00:00,146.79,171.89,381.40,34.62,79.50,35.79,111.53,26.88,27.16,207.93,334.19,139.14,71.68,36.40,39.96,45.32,14.27,343.04,67.58,290.50,164.14,247.76,217.73,131.01,55.03,209.79,54.91,243.16,98.25,126.26,83.09,3662.45
02/12/2020 00:00:00,144.75,169.35,377.41,35.91,81.70,36.42,113.67,27.65,27.51,206.92,335.52,139.79,71.93,37.68,41.07,46.73,14.86,339.63,68.25,288.25,164.72,251.52,214.72,130.06,54.42,211.17,54.92,246.92,97.67,126.85,83.13,3669.01
03/12/2020 00:00:00,143.57,167.92,368.11,36.16,81.64,37.55,112.92,27.93,27.54,204.83,330.51,140.61,71.59,37.03,42.95,49.91,16.09,340.26,69.53,292.74,165.44,245.38,208.26,129.10,53.38,211.50,54.67,244.09,97.81,127.85,82.29,3666.72
04/12/2020 00:00:00,143.20,168.03,367.50,37.48,84.80,40.34,113.95,28.30,27.90,209.38,339.59,141.80,72.02,37.26,42.36,49.24,16.40,344.57,70.12,296.41,172.62,246.07,207.87,129.22,53.83,213.64,55.30,245.87,98.31,128.86,83.43,3699.12
07/12/2020 00:00:00,142.43,165.99,367.40,36.78,82.51,39.02,113.52,28.10,27.71,209.35,336.25,140.58,72.52,38.10,42.35,49.20,17.21,340.35,69.30,290.40,169.30,244.73,207.07,129.42,53.40,211.07,54.65,243.68,97.42,126.72,84.11,3691.96
08/12/2020 00:00:00,143.72,165.81,371.60,37.98,83.22,38.89,113.63,27.72,27.56,209.47,336.08,143.01,73.11,39.31,42.41,49.04,17.63,337.63,70.66,291.33,169.43,245.31,208.92,129.77,53.93,213.39,54.95,246.43,99.34,128.01,86.52,3702.25
09/12/2020 00:00:00,142.58,167.11,368.35,38.49,82.22,38.91,112.75,27.82,27.44,206.33,332.19,144.47,73.37,38.65,42.11,48.02,17.16,339.62,69.77,293.03,170.59,247.47,211.90,128.23,54.07,214.24,54.64,244.75,99.10,128.48,87.23,3672.82
10/12/2020 00:00:00,141.92,165.50,366.87,39.57,84.87,40.10,112.02,28.25,27.73,204.39,326.94,143.67,72.95,38.54,42.62,49.64,17.99,334.02,69.24,287.92,169.43,246.13,207.51,127.38,53.96,212.66,54.31,242.98,99.31,130.20,87.79,3668.10
11/12/2020 00:00:00,141.88,164.84,369.14,39.39,84.05,39.62,111.36,27.85,27.22,203.04,322.89,144.33,72.92,37.98,41.74,48.36,17.05,339.96,69.15,289.98,169.85,248.38,206.67,128.32,54.31,211.95,54.58,241.43,98.38,128.52,87.97,3663.46
14/12/2020 00:00:00,140.58,164.15,368.43,37.96,81.31,38.57,110.19,27.43,26.88,204.04,326.57,140.67,71.16,36.21,40.69,46.72,16.70,336.15,67.17,287.51,168.68,245.42,204.54,127.70,53.55,213.87,54.37,245.25,98.79,127.61,87.70,3647.49
15/12/2020 00:00:00,140.51,164.55,365.97,38.70,81.25,39.00,112.07,28.48,27.28,205.13,329.04,142.09,71.30,35.75,41.85,47.46,17.01,336.07,67.40,288.00,172.17,254.42,211.75,128.45,53.70,214.87,53.99,248.73,99.78,130.72,90.11,3694.62
16/12/2020 00:00:00,140.36,164.82,363.57,39.30,80.63,38.57,112.39,28.40,27.36,205.04,327.51,141.24,70.72,34.95,41.08,46.00,16.86,333.25,66.95,291.37,170.05,253.58,210.60,129.04,54.67,212.92,53.55,248.19,100.25,130.89,89.80,3701.17
17/12/2020 00:00:00,141.01,164.39,364.41,39.10,80.38,38.25,111.46,28.23,27.46,207.91,332.24,144.96,70.71,35.12,41.11,45.88,16.80,331.40,67.02,290.09,169.74,256.89,211.18,129.96,54.56,215.53,53.67,250.24,100.39,131.46,89.76,3722.48
18/12/2020 00:00:00,140.86,163.60,361.17,38.42,79.27,37.34,110.91,27.79,27.31,208.04,335.62,145.80,70.46,34.80,40.68,44.74,16.51,334.62,66.57,292.45,171.43,262.88,212.01,130.70,54.13,212.97,53.68,249.62,101.18,132.25,90.35,3709.41
21/12/2020 00:00:00,140.88,164.89,359.17,37.72,78.27,36.67,115.08,28.30,28.33,205.77,329.75,144.40,70.25,34.52,40.14,44.06,16.10,328.34,66.10,287.13,170.68,260.02,212.40,129.27,53.47,211.87,53.19,248.32,100.02,131.57,91.28,3694.92
22/12/2020 00:00:00,139.18,165.46,356.28,37.08,76.69,35.57,113.32,27.74,27.83,202.65,327.65,144.12,70.36,33.93,38.94,42.97,15.48,327.00,65.70,285.88,167.28,261.48,211.28,128.36,53.42,205.98,51.79,247.87,100.04,129.98,91.32,3687.26
23/12/2020 00:00:00,138.23,167.91,356.14,37.56,77.90,36.52,116.49,29.07,28.63,202.12,324.68,143.38,70.66,34.58,40.24,44.11,15.89,330.46,67.10,290.07,169.03,260.20,211.92,128.16,53.76,207.80,52.13,251.20,99.85,131.38,90.88,3690.01
24/12/2020 00:00:00,138.50,168.18,358.79,37.41,77.58,35.99,115.98,28.58,28.54,205.47,331.35,143.88,71.00,34.42,39.73,43.26,15.66,330.81,66.67,289.05,170.11,261.44,214.11,129.46,54.03,207.79,51.85,248.89,100.98,131.89,91.62,3703.06
28/12/2020 00:00:00,140.16,169.33,365.17,37.53,77.18,35.81,116.74,28.67,28.70,209.34,339.71,144.56,71.27,34.01,40.15,43.92,16.06,332.88,67.01,292.35,168.98,259.78,211.85,130.36,54.41,208.46,51.69,244.15,101.24,132.56,91.44,3735.36
29/12/2020 00:00:00,139.27,168.04,366.80,37.11,76.92,35.60,116.44,28.52,28.59,211.05,341.87,145.46,72.13,34.22,40.03,43.74,15.86,332.62,66.73,290.39,167.35,257.68,210.48,130.12,55.36,211.46,51.63,243.46,101.29,131.76,91.04,3727.04
30/12/2020 00:00:00,139.16,166.92,368.50,37.41,77.58,36.46,116.76,28.49,28.56,214.98,350.63,147.26,71.40,33.93,40.56,44.65,16.15,332.86,67.70,291.95,170.56,259.21,212.65,129.51,56.07,211.74,51.47,243.58,101.88,132.46,90.78,3732.04
31/12/2020 00:00:00,139.13,169.47,370.80,37.07,76.78,36.44,118.35,28.91,28.87,215.34,352.00,148.51,72.47,34.00,40.21,43.25,15.77,333.63,67.84,293.99,172.44,262.03,214.65,130.79,55.57,214.30,52.93,244.86,103.56,133.68,92.15,3756.07
04/01/2021 00:00:00,141.42,170.52,374.11,37.32,77.01,36.06,117.24,28.45,28.61,214.39,346.63,147.68,71.72,34.00,38.73,41.63,15.13,323.92,64.92,284.38,172.56,260.66,209.23,129.55,55.73,211.26,54.61,242.95,101.82,129.19,90.52,3700.65
05/01/2021 00:00:00,140.67,173.15,369.77,39.12,79.09,38.13,117.87,29.24,28.83,211.19,342.62,149.42,71.85,34.35,39.55,43.40,15.43,327.82,65.86,286.14,173.97,267.12,209.48,130.38,55.76,212.29,54.51,246.39,101.02,128.12,90.35,3726.86
06/01/2021 00:00:00,141.55,181.36,364.14,40.11,81.64,39.65,123.41,31.31,30.63,209.33,342.74,150.82,72.98,34.05,40.38,43.54,15.52,327.10,66.68,288.61,183.65,282.79,220.78,131.75,55.84,217.41,56.28,247.75,103.62,132.47,92.07,3748.14
07/01/2021 00:00:00,141.54,183.45,362.08,40.43,82.02,40.73,127.46,32.02,31.30,210.50,345.46,151.33,74.44,34.23,40.23,43.62,15.38,321.95,66.20,282.28,184.00,291.91,226.09,130.52,55.08,218.12,56.80,250.44,103.69,132.45,92.61,3803.79
08/01/2021 00:00:00,141.52,185.85,364.06,40.88,82.80,40.73,127.60,31.79,30.99,212.11,349.40,151.02,73.56,34.29,40.02,43.29,15.13,315.89,66.28,278.18,184.03,286.24,221.46,130.46,55.73,222.29,57.27,252.54,103.58,133.00,92.37,3824.68
11/01/2021 00:00:00,142.16,187.47,358.23,42.12,83.28,41.34,129.51,31.84,31.50,209.59,343.82,150.39,75.30,34.88,39.41,42.70,15.00,317.37,66.22,284.36,183.65,287.23,223.70,129.58,54.80,221.43,56.79,267.52,102.83,130.88,92.95,3799.61
12/01/2021 00:00:00,143.78,191.13,358.42,43.05,84.86,43.21,131.54,32.51,32.06,205.62,338.61,149.22,73.61,34.34,40.30,44.08,15.38,321.29,67.85,287.06,187.14,294.21,228.76,128.83,54.41,220.52,56.40,267.39,103.42,133.73,92.93,3801.19
13/01/2021 00:00:00,142.31,188.95,361.12,43.54,84.78,42.86,131.67,32.37,31.87,206.11,341.97,148.99,72.95,34.04,40.45,44.43,15.53,324.72,66.89,288.91,185.58,293.36,227.66,129.03,54.48,221.59,55.91,266.67,102.57,135.47,92.79,3809.84
14/01/2021 00:00:00,141.85,190.09,356.60,45.24,86.81,43.62,132.43,33.28,32.38,198.73,322.82,151.60,72.80,33.94,41.47,46.29,16.44,326.55,67.30,292.35,187.01,294.95,228.10,127.65,55.10,225.24,56.69,280.29,102.74,135.54,91.34,3795.54
15/01/2021 00:00:00,139.60,187.01,356.41,43.06,83.72,41.12,130.06,30.69,31.45,198.47,319.19,151.27,73.87,33.90,39.98,43.89,15.76,326.39,65.65,290.16,184.37,287.69,224.23,126.70,54.95,228.81,57.54,275.84,102.12,136.42,92.66,3768.25
19/01/2021 00:00:00,138.39,180.63,348.84,43.92,85.92,41.92,129.50,31.25,31.22,198.54,321.84,153.61,73.70,33.92,40.31,44.75,15.97,320.97,65.81,287.52,184.82,287.29,225.29,125.59,54.67,231.41,60.94,273.84,103.88,136.67,94.02,3798.91
20/01/2021 00:00:00,140.44,180.77,355.56,44.54,86.71,41.34,127.56,31.09,30.81,202.82,330.70,153.23,73.05,33.71,41.62,45.18,16.17,321.12,65.31,288.26,183.18,293.09,223.56,124.02,54.83,235.22,61.77,270.28,104.57,138.11,93.90,3851.85
21/01/2021 00:00:00,139.80,183.62,357.04,43.26,83.65,39.36,126.49,30.65,30.26,201.96,330.23,152.62,71.92,33.69,40.67,42.59,15.83,319.25,64.62,286.41,183.04,297.53,234.43,123.89,55.17,234.91,60.85,270.12,104.31,141.64,92.14,3853.07
22/01/2021 00:00:00,141.23,184.23,356.55,42.65,83.39,38.90,125.51,30.55,30.05,198.89,324.85,154.34,71.74,33.76,40.00,42.14,15.82,319.44,64.12,287.66,182.80,297.21,233.45,122.94,54.93,236.28,60.82,269.44,104.03,138.89,90.23,3841.47
25/01/2021 00:00:00,141.11,182.54,356.13,42.17,82.64,38.80,123.94,30.88,29.68,197.87,325.05,156.63,71.89,34.43,38.90,40.38,15.43,322.85,62.88,288.81,178.42,290.42,233.02,125.06,56.14,239.64,61.93,275.54,104.52,139.39,90.34,3855.36
26/01/2021 00:00:00,142.37,180.19,359.18,41.25,81.24,37.98,123.44,30.06,29.47,198.88,323.58,160.87,71.10,34.46,39.32,41.25,15.53,310.81,63.76,282.79,178.30,288.29,233.28,125.86,56.07,241.03,60.60,271.67,103.17,136.87,89.65,3849.62
27/01/2021 00:00:00,138.83,171.15,350.73,40.78,80.18,37.04,119.95,28.90,28.42,191.95,311.52,158.42,68.28,33.47,38.52,40.91,16.56,312.52,62.14,281.95,172.03,273.41,225.99,121.41,54.64,234.01,59.49,265.15,104.11,132.86,85.08,3750.77
28/01/2021 00:00:00,138.74,176.24,351.39,41.42,80.93,37.46,122.06,29.51,28.88,195.15,320.20,159.63,69.03,33.48,40.08,42.55,18.10,308.21,64.68,282.71,175.56,285.32,228.92,123.28,54.40,230.92,58.76,267.87,102.97,133.33,86.50,3787.38
29/01/2021 00:00:00,135.59,173.92,346.83,40.32,77.46,36.48,120.71,28.62,28.24,190.26,312.31,153.94,68.28,33.52,37.96,39.99,17.17,302.47,63.31,276.52,174.14,281.27,221.56,121.25,53.72,225.03,59.60,282.61,100.97,129.81,85.23,3714.24
01/02/2021 00:00:00,134.42,176.23,344.95,40.39,78.56,37.10,121.60,28.72,28.54,195.29,317.52,153.54,68.54,33.42,37.82,39.94,16.84,304.55,63.53,282.02,175.93,284.59,220.19,121.96,53.75,224.10,59.15,278.46,102.41,131.63,84.25,3773.86
02/02/2021 00:00:00,135.87,178.17,349.93,41.03,79.15,37.34,125.34,29.45,29.56,199.47,330.16,152.16,68.90,32.67,38.80,40.83,16.59,312.69,66.55,289.43,183.34,294.65,221.07,121.79,54.05,224.15,59.17,277.72,104.37,133.17,84.80,3826.31
03/02/2021 00:00:00,136.28,177.70,349.57,42.64,80.88,39.38,126.78,30.36,30.08,198.24,328.63,151.46,68.50,32.53,39.78,42.04,17.60,312.40,66.96,290.15,182.34,293.28,222.62,121.95,54.60,220.98,58.62,263.25,102.68,132.06,85.00,3830.17
04/02/2021 00:00:00,137.56,181.05,350.89,43.46,80.91,40.11,129.69,31.38,30.96,206.01,336.54,152.86,67.36,32.57,40.93,42.41,17.40,316.95,68.96,291.22,182.53,301.20,219.35,122.02,51.42,221.11,59.81,267.39,100.92,137.07,86.15,3871.74
05/02/2021 00:00:00,139.33,181.30,350.22,44.92,81.15,40.48,129.44,31.29,30.84,205.54,334.49,155.18,67.15,32.60,41.15,42.14,17.19,316.77,68.62,288.27,183.81,301.17,217.04,122.53,50.66,220.27,62.20,265.09,100.73,137.94,85.50,3886.83
08/02/2021 00:00:00,139.98,186.19,354.81,46.85,83.17,42.63,131.47,32.09,31.52,203.68,332.79,155.63,66.48,32.51,43.24,44.35,17.77,317.53,68.77,289.56,188.05,308.77,225.52,122.15,50.66,221.43,61.75,268.93,101.16,139.24,84.23,3915.59
09/02/2021 00:00:00,140.75,186.52,354.55,46.30,82.69,42.72,130.94,31.96,31.39,203.32,329.25,156.90,66.48,32.65,42.51,43.32,17.44,321.75,69.30,293.08,187.89,307.10,231.55,121.68,50.16,220.57,61.14,269.31,101.63,140.15,84.33,3911.23
10/02/2021 00:00:00,139.11,184.74,351.16,46.75,84.11,43.06,131.02,31.90,31.42,203.24,330.01,157.41,66.35,32.43,42.90,43.78,17.41,321.61,68.76,292.94,188.31,305.46,231.67,121.26,49.95,222.26,61.13,275.00,99.48,138.98,83.60,3909.88
11/02/2021 00:00:00,139.00,182.79,347.29,45.58,83.66,42.71,130.65,31.44,31.32,207.72,338.56,156.70,66.21,32.15,42.72,43.44,16.99,318.75,68.62,289.08,188.91,306.26,229.87,121.36,50.04,220.70,60.80,278.81,98.43,139.37,84.42,3916.38
12/02/2021 00:00:00,139.44,183.77,347.83,46.20,84.14,43.37,132.51,32.22,31.79,207.03,336.71,157.19,66.44,32.42,43.29,43.94,17.27,317.42,68.89,286.89,188.56,304.83,230.59,120.69,50.69,222.74,60.77,278.03,98.38,139.01,84.33,3934.83
16/02/2021 00:00:00,140.58,183.62,349.07,47.59,85.86,44.93,135.70,33.43,32.65,205.00,336.92,155.77,65.78,32.39,44.65,45.71,17.82,314.88,68.89,280.64,192.75,308.82,231.07,120.97,51.32,218.64,58.87,279.32,97.23,140.40,83.21,3932.59
17/02/2021 00:00:00,142.07,186.52,353.05,48.33,88.44,45.39,136.12,35.16,32.78,204.61,333.09,156.33,66.92,32.57,44.39,46.08,17.99,316.74,69.32,286.71,192.67,303.94,228.55,121.48,50.70,221.24,59.15,276.67,98.78,141.38,84.31,3931.33
18/02/2021 00:00:00,132.86,184.41,351.95,47.57,87.59,43.86,136.58,35.51,32.57,206.43,334.20,156.40,66.81,32.27,44.38,44.96,17.71,317.60,69.14,287.37,190.40,292.42,229.70,122.49,51.21,218.35,59.26,275.90,98.99,140.66,86.12,3913.97
19/02/2021 00:00:00,133.52,181.91,349.83,47.89,88.32,44.53,138.86,36.35,32.90,201.87,328.98,153.80,65.83,32.15,45.67,48.03,18.68,315.25,70.45,286.77,199.92,321.39,234.54,120.22,50.07,217.56,58.48,278.35,97.46,138.96,85.10,3906.71
22/02/2021 00:00:00,132.89,182.08,345.33,49.66,90.71,46.79,140.16,35.80,33.48,205.41,336.38,153.70,66.38,31.99,47.74,49.70,20.44,320.00,69.26,287.45,207.68,328.71,236.92,119.70,50.00,217.35,58.25,284.63,99.21,140.83,85.81,3876.50
23/02/2021 00:00:00,130.75,179.54,337.38,50.34,91.86,47.91,141.29,35.69,33.84,209.15,346.01,152.34,66.04,31.66,48.34,50.61,20.66,325.41,70.20,288.16,209.70,328.61,238.47,120.59,51.03,218.28,57.86,279.08,101.75,142.22,87.73,3881.37
